dates,city,temp,latitude_city,longitude_city,whale_calving_suitable
MAY 1-15,Atlantic City NJ,54,39.3642834,-74.4229266,TRUE
MAY 16-31,Atlantic City NJ,58,39.3642834,-74.4229266,TRUE
MAY 1-15,Cape May NJ,56,38.9351125,-74.9060053,TRUE
APR 16-30,Ship John Shoal NJ,57,39.3084466,-75.3774179,TRUE
APR 16-30,Tacony-Palmyra Bridge NJ,57,40.0120102,-75.0429649,TRUE
APR 16-30,Marcus Hook PA,56,39.8192794,-75.4185272,TRUE
APR 16-30,Newbold PA,55,39.9312544,-75.1705897,TRUE
APR 16-30,Philadelphia PA,55,39.9525839,-75.1652215,TRUE
APR 16-30,Brandywine Shoal Light DE,56,39.0001124,-75.1162935,TRUE
APR 16-30,Delaware City DE,56,39.5778901,-75.588815,TRUE
MAY 1-15,Lewes DE,58,38.7745565,-75.1393498,TRUE
APR 16-30,Reedy Point DE,56,39.5626124,-75.5618692,TRUE
APR 16-30,Annapolis MD,54,38.9784453,-76.4921829,TRUE
MAY 1-15,Annapolis MD,58,38.9784453,-76.4921829,TRUE
APR 16-30,Baltimore MD,57,39.2903848,-76.6121893,TRUE
APR 16-30,Chesapeake City MD,58,39.530946,-75.8074367,TRUE
MAY 16-31,Ocean City MD,58,38.3365032,-75.0849058,TRUE
APR 16-30,Solomons Island MD,55,38.3184577,-76.4541186,TRUE
APR 16-30,Tolchester Beach MD,57,39.2142758,-76.2446766,TRUE
APR 1-15,Washington DC,54,38.9071923,-77.0368707,TRUE
APR 1-15,Chesapeake Bay Bridge Tunnel VA,56,37.0419788,-76.0687573,TRUE
APR 16-30,Chesapeake Bay Bridge Tunnel VA,57,37.0419788,-76.0687573,TRUE
APR 16-30,Kiptopeke VA,56,37.1737755,-75.9748783,TRUE
APR 1-15,"Lewisetta, VA",56,37.9979068,-76.4627303,TRUE
DEC,"Money Point, VA",54,36.7798706,-76.3063297,TRUE
MAR,"Money Point, VA",55,36.7798706,-76.3063297,TRUE
JAN,Virginia Beach VA,55,36.8529263,-75.977985,TRUE
MAY 1-15,Virginia Beach VA,58,36.8529263,-75.977985,TRUE
APR 1-15,"Yorktown, VA",56,37.2387556,-76.5096731,TRUE
APR 16-30,"Yorktown, VA",59,37.2387556,-76.5096731,TRUE
DEC,Cape Hatteras NC,55,35.24804,-75.5393155,TRUE
APR 1-15,Cape Hatteras NC,58,35.24804,-75.5393155,TRUE
APR 1-15,Duck NC,58,36.1696079,-75.7551854,TRUE
JAN,Wilmington NC,58,34.2103894,-77.8868117,TRUE
FEB,Wilmington NC,58,34.2103894,-77.8868117,TRUE
MAR,"Myrtle Beach, SC",55,33.6890603,-78.8866943,TRUE
DEC,Charleston SC,54,32.7764749,-79.9310512,TRUE
MAR,Charleston SC,57,32.7764749,-79.9310512,TRUE
FEB,Daytona Beach FL,59,29.2108147,-81.0228331,TRUE
DEC,Savannah Beach GA,54,32.0002152,-80.845666,TRUE
MAR,Savannah Beach GA,59,32.0002152,-80.845666,TRUE
DEC,Fernandina Beach FL,58,30.6696818,-81.4625919,TRUE
JAN,Fernandina Beach FL,55,30.6696818,-81.4625919,TRUE
FEB,Fernandina Beach FL,55,30.6696818,-81.4625919,TRUE
JAN,"Mayport(Bar Pilots Dock),FL",58,30.3974102,-81.4272281,TRUE
FEB,"Mayport(Bar Pilots Dock),FL",58,30.3974102,-81.4272281,TRUE
JAN,St Augustine Beach FL,57,29.8439828,-81.2711546,TRUE
FEB,St Augustine Beach FL,56,29.8439828,-81.2711546,TRUE
